__id,id_election,id_brut_miom,code_departement,code_commune,code_bv,no_panneau,voix,ratio_voix_inscrits,ratio_voix_exprimes,nuance,sexe,nom,prenom,liste,libelle_abrege_liste,libelle_etendu_liste,nom_tete_liste,binome
7084428,2024_legi_t2,21215_0001,21,21215,0001,2,20,17.39,27.4,UG,F,HERVIEU,Catherine,,,,,
7084438,2024_legi_t2,21225_0001,21,21225,0001,2,19,19.39,28.79,UG,F,HERVIEU,Catherine,,,,,
7084461,2024_legi_t2,21231_0018,21,21231,0018,2,482,51.01,73.36,UG,F,HERVIEU,Catherine,,,,,
7084462,2024_legi_t2,21231_0019,21,21231,0019,2,441,49.22,73.38,UG,F,HERVIEU,Catherine,,,,,
7084464,2024_legi_t2,21231_0021,21,21231,0021,2,420,48.33,72.79,UG,F,HERVIEU,Catherine,,,,,
7084480,2024_legi_t2,21231_0037,21,21231,0037,2,327,32.8,53.96,UG,F,HERVIEU,Catherine,,,,,
7084481,2024_legi_t2,21231_0038,21,21231,0038,2,351,35.45,53.92,UG,F,HERVIEU,Catherine,,,,,
7084482,2024_legi_t2,21231_0039,21,21231,0039,2,322,34.92,55.9,UG,F,HERVIEU,Catherine,,,,,
7084483,2024_legi_t2,21231_0040,21,21231,0040,2,320,40.05,61.9,UG,F,HERVIEU,Catherine,,,,,
7084484,2024_legi_t2,21231_0041,21,21231,0041,2,398,44.67,66.56,UG,F,HERVIEU,Catherine,,,,,
7084485,2024_legi_t2,21231_0042,21,21231,0042,2,212,24.4,42.48,UG,F,HERVIEU,Catherine,,,,,
7084486,2024_legi_t2,21231_0043,21,21231,0043,2,390,40.41,65,UG,F,HERVIEU,Catherine,,,,,
7084487,2024_legi_t2,21231_0044,21,21231,0044,2,310,41.01,76.17,UG,F,HERVIEU,Catherine,,,,,
7084488,2024_legi_t2,21231_0045,21,21231,0045,2,391,44.84,77.12,UG,F,HERVIEU,Catherine,,,,,
7084489,2024_legi_t2,21231_0046,21,21231,0046,2,367,42.14,84.17,UG,F,HERVIEU,Catherine,,,,,
7084490,2024_legi_t2,21231_0047,21,21231,0047,2,339,40.94,65.57,UG,F,HERVIEU,Catherine,,,,,
7084491,2024_legi_t2,21231_0048,21,21231,0048,2,488,41.6,66.67,UG,F,HERVIEU,Catherine,,,,,
7084492,2024_legi_t2,21231_0049,21,21231,0049,2,367,42.23,70.17,UG,F,HERVIEU,Catherine,,,,,
7084493,2024_legi_t2,21231_0050,21,21231,0050,2,485,48.69,74.39,UG,F,HERVIEU,Catherine,,,,,
